PLAYER_ID,YEAR,PEOPLE_ID,TIMESTAMP
64486488-d071-70f8-4e87-cadd61af9749,2025,11b2427a-152d-4dbc-a27a-56454ef0c6a2,2024-01-08 13:45:26.297
d418f488-5031-7001-30e1-67e113444d49,2025,2f0f89a3-c4ee-48f2-952b-aae1d5741ae7,2024-01-08 15:14:34.511
c45864b8-6081-70a0-117f-376c9e35e8bf,2025,e2af7c43-05ec-4238-bff7-fd1ebfaadd9f,2024-01-08 15:35:17.531
94083408-50c1-70eb-1690-5ad6fdf8d1f3,2025,19dc01cd-f81c-45e9-87e4-0c45c4727878,2024-01-08 15:36:03.764
d4382448-a091-700d-f664-6a32eed8a6a2,2025,2c03c387-f867-4671-b0ea-29ac18845faf,2024-01-08 15:51:05.592
14688408-f021-70ea-a868-5685da054aad,2025,90740fe2-21de-4899-87bd-85fc96c2084c,2024-01-08 16:15:26.845
a4888418-70a1-709e-374a-ae0e1c797660,2025,a0ffd042-a5df-4543-97ac-1d768f488af4,2024-01-08 16:16:31.325
543804c8-e001-7079-83b1-eb16d5ae85f9,2025,ecea2caf-b6ae-4927-a6e3-88472346226f,2024-01-08 16:30:14.885
54e804d8-4061-7010-013c-870d2ef43041,2025,0fde9e60-1d03-49ba-a4cb-f2b61d44f9e6,2024-01-08 16:37:13.578
34b83458-5041-7025-f53a-506e8e47578b,2025,647eaed5-298a-431f-80d6-ac46198628f7,2024-01-08 16:37:46.716
6428a4e8-80d1-704f-0cab-ce3eb4582bdd,2025,31dacdfc-665d-4f56-9ca9-4905deefe66c,2024-01-08 16:41:24.629
64486488-d071-70f8-4e87-cadd61af9749,2025,52bee360-dbb2-4e9e-a2a3-4233c6c52ca3,2024-01-08 16:42:51.349
d418f488-5031-7001-30e1-67e113444d49,2025,de7aef6e-5a77-45af-8f06-6b60d6ae8d96,2024-01-08 16:52:20.307
c45864b8-6081-70a0-117f-376c9e35e8bf,2025,340a2785-3ffd-4943-8176-23d616586420,2024-01-08 17:35:10.246
94083408-50c1-70eb-1690-5ad6fdf8d1f3,2025,9dd1501e-e5a3-4de1-b519-0d299e57b4e5,2024-01-08 17:36:01.956
d4382448-a091-700d-f664-6a32eed8a6a2,2025,468da87d-9cbd-4d4b-89bf-57f39d7f2af4,2024-01-08 17:39:36.895
14688408-f021-70ea-a868-5685da054aad,2025,64ff967e-1a3c-4fdb-97a4-698ed79428b9,2024-01-08 17:53:36.112
a4888418-70a1-709e-374a-ae0e1c797660,2025,404c47d7-cbcb-44bf-a4dd-e2303a1a61d1,2024-01-08 18:09:59.253
