PLAYER_ID,YEAR,PEOPLE_ID,TIMESTAMP
b4682458-6011-7019-f3e2-60c89d3ee00f,2025,a421d27f-5e89-434b-bdaa-68a1ea0b03d1,2024-01-08 14:25:49.360
049864b8-1081-7020-7ec9-02f2c836277c,2025,6d3d82be-e971-4e8d-993a-d9d17cb655be,2024-01-08 15:20:54.054
2498f4b8-b061-70b9-1c42-84ceae3b40eb,2025,a8cc0456-809c-4509-9a53-9490fd37549a,2024-01-08 15:54:32.267
b4682458-6011-7019-f3e2-60c89d3ee00f,2025,c2befb6e-2e86-49c6-b58e-d72941f18892,2024-01-08 16:51:45.819
049864b8-1081-7020-7ec9-02f2c836277c,2025,246acb39-4e19-45d3-bcb9-eff3139dfac8,2024-01-08 16:58:54.929
2498f4b8-b061-70b9-1c42-84ceae3b40eb,2025,4c78054c-5c5c-4418-a693-4bcfc90829c3,2024-01-08 17:41:22.363
b4682458-6011-7019-f3e2-60c89d3ee00f,2025,74cc72bc-859d-4bff-a2be-d10ab3062f2b,2024-01-08 18:51:18.049
049864b8-1081-7020-7ec9-02f2c836277c,2025,2c9ff661-1d76-4220-92df-9eae525c08ff,2024-01-08 18:53:15.960
2498f4b8-b061-70b9-1c42-84ceae3b40eb,2025,ff8d6803-f8df-4f4d-9e2a-f3b4cd0c97dd,2024-01-08 19:58:57.343
b4682458-6011-7019-f3e2-60c89d3ee00f,2025,999f21de-4f6c-40eb-ad9f-04b6f593d4ab,2024-01-08 21:28:13.100
049864b8-1081-7020-7ec9-02f2c836277c,2025,a152ae62-f675-454a-8d6c-5d4dbf1b81d9,2024-01-08 21:31:47.164
2498f4b8-b061-70b9-1c42-84ceae3b40eb,2025,6d19d5d8-f149-4250-83fc-307375629e4e,2024-01-08 22:20:25.528
b4682458-6011-7019-f3e2-60c89d3ee00f,2025,fcd174f7-24b6-4396-950d-fbd8cf859e55,2024-01-09 00:06:13.416
049864b8-1081-7020-7ec9-02f2c836277c,2025,a75b65c3-5433-415b-bf06-62725264538d,2024-01-09 00:41:53.818
2498f4b8-b061-70b9-1c42-84ceae3b40eb,2025,8609cd35-c86b-46d3-8e97-a102640b3663,2024-01-09 00:53:14.267
2498f4b8-b061-70b9-1c42-84ceae3b40eb,2025,ab37c959-09b2-42bf-90ce-27b1517732a6,2024-01-12 18:26:32.743
b4682458-6011-7019-f3e2-60c89d3ee00f,2025,a8b75872-592c-4e51-ab60-b4f52d75d1d8,2024-01-09 02:18:29.510
